cpcode,capacity_group,region_num,endpoint_name,timestamp,in_utilization,in_demand,in_dropped_bytes,out_utilization,out_demand,out_dropped_bytes
2222,6,90,906,"Sat, 15 Aug 2015 10:38:09 GMT",994672,1028227,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:38:09 GMT",1031222,1031222,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:38:15 GMT",1992281,3090294,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:38:15 GMT",979990,1032720,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:38:15 GMT",975497,1030624,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:38:15 GMT",1034732,1034732,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:38:22 GMT",1992460,3090473,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:38:22 GMT",1031190,1031190,0,12659,15020,0
2222,6,90,906,"Sat, 15 Aug 2015 10:38:22 GMT",1028227,1028227,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:38:22 GMT",1031574,1031574,0,4806,4806,0
2222,5,95,955,"Sat, 15 Aug 2015 10:38:28 GMT",1993750,3091484,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:38:28 GMT",1031222,1031222,0,4806,4806,0
2222,6,90,906,"Sat, 15 Aug 2015 10:38:28 GMT",1028227,1030624,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:38:28 GMT",1031222,1033619,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:38:34 GMT",1989884,3090016,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:38:34 GMT",1030009,1032406,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:38:34 GMT",1028227,1028227,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:38:34 GMT",1033619,1031222,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:38:40 GMT",1992905,3090723,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:38:40 GMT",1033868,1033868,0,2444,2444,0
2222,6,90,906,"Sat, 15 Aug 2015 10:38:40 GMT",1030624,1030624,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:38:40 GMT",1031222,1033619,0,4806,4806,0
2222,5,95,955,"Sat, 15 Aug 2015 10:38:46 GMT",1993126,3090777,0,12659,12659,0
2222,7,90,907,"Sat, 15 Aug 2015 10:38:46 GMT",1014444,1031222,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:38:46 GMT",1011449,1028227,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:38:46 GMT",1034764,1032368,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:38:52 GMT",1992281,3090016,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:38:52 GMT",1031222,1033619,0,4806,4806,0
2222,6,90,906,"Sat, 15 Aug 2015 10:38:52 GMT",1030624,1030624,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:38:52 GMT",1031574,1031574,0,4806,4806,0
2222,8,91,918,"Sat, 15 Aug 2015 10:38:58 GMT",1031222,1031222,0,4806,4806,0
2222,7,90,907,"Sat, 15 Aug 2015 10:38:58 GMT",1031440,1033836,0,2444,2444,0
2222,6,90,906,"Sat, 15 Aug 2015 10:38:58 GMT",1030624,1030624,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:39:04 GMT",1037513,1035116,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:39:04 GMT",1033619,1031222,0,4806,4806,0
2222,6,90,906,"Sat, 15 Aug 2015 10:39:04 GMT",1028227,1030624,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:39:10 GMT",1031222,1031222,0,4806,4806,0
2222,5,95,955,"Sat, 15 Aug 2015 10:39:10 GMT",3586694,5564054,0,12659,12659,0
2222,7,90,907,"Sat, 15 Aug 2015 10:39:10 GMT",1014444,1031222,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:39:10 GMT",1011449,1028227,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:39:16 GMT",1012048,1031222,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:39:16 GMT",1993750,3091763,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:39:16 GMT",1034764,1034764,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:39:16 GMT",1030624,1030624,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:39:22 GMT",1031190,1033587,0,4806,4806,0
2222,5,95,955,"Sat, 15 Aug 2015 10:39:22 GMT",1992281,3092412,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:39:22 GMT",1014796,1031574,0,4806,4806,0
2222,6,90,906,"Sat, 15 Aug 2015 10:39:22 GMT",1006656,1025830,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:39:28 GMT",1033907,1033907,0,4806,4806,0
2222,5,95,955,"Sat, 15 Aug 2015 10:39:28 GMT",1993043,3090860,0,12659,12659,0
2222,7,90,907,"Sat, 15 Aug 2015 10:39:28 GMT",1035059,1035059,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:39:28 GMT",1025830,1030624,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:39:34 GMT",1028825,1031222,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:39:34 GMT",1992281,3087619,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:39:34 GMT",1014444,1031222,0,4806,4806,0
2222,6,90,906,"Sat, 15 Aug 2015 10:39:34 GMT",1013846,1028227,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:39:40 GMT",1033619,1031222,0,4806,4806,0
2222,5,95,955,"Sat, 15 Aug 2015 10:39:40 GMT",1993750,3093881,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:39:40 GMT",1031158,1033555,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:39:40 GMT",1030624,1030624,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:39:46 GMT",1034764,1034764,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:39:46 GMT",1992281,3090016,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:39:46 GMT",1033619,1031222,0,4806,4806,0
2222,6,90,906,"Sat, 15 Aug 2015 10:39:46 GMT",1028227,1028227,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:39:52 GMT",1031542,1031542,0,4806,4806,0
2222,5,95,955,"Sat, 15 Aug 2015 10:39:52 GMT",1992281,3087619,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:39:52 GMT",1035116,1035116,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:39:52 GMT",1028227,1028227,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:39:58 GMT",1031222,1033619,0,19923,39584,0
2222,5,95,955,"Sat, 15 Aug 2015 10:39:58 GMT",1993590,3091046,0,19827,34764,0
2222,7,90,907,"Sat, 15 Aug 2015 10:39:58 GMT",1031222,1031222,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:39:58 GMT",1028227,1028227,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:40:04 GMT",1034764,1032368,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:40:04 GMT",1992281,3090294,0,12659,12659,0
2222,7,90,907,"Sat, 15 Aug 2015 10:40:04 GMT",1031222,1031222,0,4806,4806,0
2222,6,90,906,"Sat, 15 Aug 2015 10:40:04 GMT",1028227,1028227,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:40:10 GMT",1031574,1031574,0,4806,4806,0
2222,5,95,955,"Sat, 15 Aug 2015 10:40:10 GMT",1989884,3090294,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:40:10 GMT",1001561,1035116,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:40:10 GMT",994672,1030624,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:40:16 GMT",1033619,1033619,0,4806,4806,0
2222,5,95,955,"Sat, 15 Aug 2015 10:40:16 GMT",1992460,3092870,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:40:16 GMT",1033619,1033619,0,4806,4806,0
2222,6,90,906,"Sat, 15 Aug 2015 10:40:16 GMT",1028227,1028227,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:40:22 GMT",1028838,1031235,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:40:22 GMT",1992134,3090147,0,19827,37126,0
2222,7,90,907,"Sat, 15 Aug 2015 10:40:22 GMT",1028825,1031222,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:40:22 GMT",1030624,1030624,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:40:28 GMT",1033619,1031222,0,4806,4806,0
2222,5,95,955,"Sat, 15 Aug 2015 10:40:28 GMT",1992281,3090016,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:40:28 GMT",1032720,1035116,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:40:28 GMT",1028227,1030624,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:40:34 GMT",1032406,1032406,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:40:34 GMT",1992905,3093120,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:40:34 GMT",1033619,1031222,0,4806,4806,0
2222,6,90,906,"Sat, 15 Aug 2015 10:40:34 GMT",1028227,1028227,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:40:40 GMT",1031472,1033868,0,2444,2444,0
2222,5,95,955,"Sat, 15 Aug 2015 10:40:40 GMT",1993126,3090777,0,12659,12659,0
2222,7,90,907,"Sat, 15 Aug 2015 10:40:40 GMT",1031190,1031190,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:40:40 GMT",1030624,1028227,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:40:46 GMT",1019206,1031190,0,4806,4806,0
2222,5,95,955,"Sat, 15 Aug 2015 10:40:46 GMT",1989884,3090016,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:40:46 GMT",1031222,1033619,0,4806,4806,0
2222,6,90,906,"Sat, 15 Aug 2015 10:40:46 GMT",1028227,1030624,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:40:52 GMT",1031190,1031190,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:40:52 GMT",1993750,3093881,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:40:52 GMT",1035084,1032688,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:40:52 GMT",1030624,1028227,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:40:58 GMT",1031574,1031574,0,4806,4806,0
2222,5,95,955,"Sat, 15 Aug 2015 10:40:58 GMT",1993750,3086691,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:40:58 GMT",1031222,1031222,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:40:58 GMT",1028227,1030624,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:41:04 GMT",1033587,1033587,0,4806,4806,0
2222,5,95,955,"Sat, 15 Aug 2015 10:41:04 GMT",1992281,3090016,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:41:04 GMT",1026396,1026396,0,4806,4806,0
2222,6,90,906,"Sat, 15 Aug 2015 10:41:04 GMT",1025830,1023433,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:41:10 GMT",1026428,1026428,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:41:10 GMT",1992739,3090556,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:41:10 GMT",1032720,1035116,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:41:10 GMT",1028227,1030624,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:41:16 GMT",1032368,1032368,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:41:16 GMT",1993292,3093340,0,17382,15020,0
2222,7,90,907,"Sat, 15 Aug 2015 10:41:16 GMT",1033619,1031222,0,4806,4806,0
2222,6,90,906,"Sat, 15 Aug 2015 10:41:16 GMT",1028227,1028227,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:41:22 GMT",1017193,1033971,0,4806,4806,0
2222,5,95,955,"Sat, 15 Aug 2015 10:41:22 GMT",1992281,3090016,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:41:22 GMT",1032656,1035052,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:41:22 GMT",1030624,1030624,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:41:28 GMT",1031222,1031222,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:41:28 GMT",1992281,3090016,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:41:28 GMT",1014444,1033619,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:41:28 GMT",1013846,1028227,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:41:34 GMT",1034342,1034342,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:41:34 GMT",1992281,3090016,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:41:34 GMT",1033587,1031190,0,2444,2444,0
2222,6,90,906,"Sat, 15 Aug 2015 10:41:34 GMT",1030624,1030624,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:41:40 GMT",1031996,1031996,0,14252,14252,0
2222,5,95,955,"Sat, 15 Aug 2015 10:41:40 GMT",1992281,3090016,0,12659,12659,0
2222,7,90,907,"Sat, 15 Aug 2015 10:41:40 GMT",1030323,1032720,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:41:40 GMT",1028227,1028227,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:41:46 GMT",1033619,1033619,0,4806,4806,0
2222,5,95,955,"Sat, 15 Aug 2015 10:41:46 GMT",1991353,3093881,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:41:46 GMT",1033619,1033619,0,9529,4806,0
2222,6,90,906,"Sat, 15 Aug 2015 10:41:46 GMT",1028227,1028227,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:41:52 GMT",1028793,1031190,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:41:52 GMT",1992281,3090016,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:41:52 GMT",1014444,1031222,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:41:52 GMT",1009052,1030624,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:41:58 GMT",1020736,1032720,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:41:58 GMT",1992281,3090016,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:41:58 GMT",1032688,1035084,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:41:58 GMT",1028227,1030624,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:42:04 GMT",1032336,1032336,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:42:04 GMT",1993750,3091484,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:42:04 GMT",1033619,1031222,0,4806,4806,0
2222,6,90,906,"Sat, 15 Aug 2015 10:42:04 GMT",1030624,1028227,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:42:10 GMT",1031574,1031574,0,4806,4806,0
2222,5,95,955,"Sat, 15 Aug 2015 10:42:10 GMT",1992281,3092412,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:42:10 GMT",1031222,1031222,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:42:10 GMT",1028227,1028227,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:42:17 GMT",1031158,1033555,0,2444,2444,0
2222,5,95,955,"Sat, 15 Aug 2015 10:42:17 GMT",1992313,3090048,0,20006,37305,0
2222,7,90,907,"Sat, 15 Aug 2015 10:42:17 GMT",621017,621017,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:42:17 GMT",618374,618374,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:42:23 GMT",1019206,1031190,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:42:23 GMT",1993750,3091484,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:42:23 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:42:23 GMT",0,0,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:42:29 GMT",1006355,1032720,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:42:29 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:42:29 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:42:29 GMT",1993750,3091484,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:42:35 GMT",1012048,1031222,0,4806,4806,0
2222,7,90,907,"Sat, 15 Aug 2015 10:42:35 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:42:35 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:42:35 GMT",1992064,3090076,0,17382,34681,0
2222,8,91,918,"Sat, 15 Aug 2015 10:42:41 GMT",1031222,1033619,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:42:41 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:42:41 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:42:41 GMT",1992531,3092662,0,2444,2444,0
2222,8,91,918,"Sat, 15 Aug 2015 10:42:47 GMT",1033619,1031222,0,2444,2444,0
2222,7,90,907,"Sat, 15 Aug 2015 10:42:47 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:42:47 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:42:47 GMT",1992281,3090016,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:42:53 GMT",1031222,1031222,0,4806,4806,0
2222,7,90,907,"Sat, 15 Aug 2015 10:42:53 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:42:53 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:42:53 GMT",1992281,3092412,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:42:59 GMT",1031190,1031190,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:42:59 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:42:59 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:42:59 GMT",1993750,3091484,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:43:05 GMT",1031222,1033619,0,4806,4806,0
2222,7,90,907,"Sat, 15 Aug 2015 10:43:05 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:43:05 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:43:05 GMT",1992281,3090294,0,12659,12659,0
2222,8,91,918,"Sat, 15 Aug 2015 10:43:11 GMT",1035084,1032688,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:43:11 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:43:11 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:43:11 GMT",1992281,3092412,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:43:17 GMT",1031222,1031222,0,4806,4806,0
2222,7,90,907,"Sat, 15 Aug 2015 10:43:17 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:43:17 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:43:17 GMT",1992281,3090016,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:43:23 GMT",1033619,1031222,0,4806,4806,0
2222,7,90,907,"Sat, 15 Aug 2015 10:43:23 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:43:23 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:43:23 GMT",1992281,3090016,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:43:29 GMT",1018339,1032720,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:43:29 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:43:29 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:43:29 GMT",1992822,3090723,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:43:35 GMT",1033619,1033619,0,4806,4806,0
2222,7,90,907,"Sat, 15 Aug 2015 10:43:35 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:43:35 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:43:35 GMT",1993209,3091056,0,12659,12659,0
2222,8,91,918,"Sat, 15 Aug 2015 10:43:41 GMT",1031190,1031190,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:43:41 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:43:41 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:43:41 GMT",1992281,3092412,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:43:47 GMT",1033619,1033619,0,4806,4806,0
2222,7,90,907,"Sat, 15 Aug 2015 10:43:47 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:43:47 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:43:47 GMT",1993750,3091484,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:43:53 GMT",1033587,1031190,0,4806,4806,0
2222,7,90,907,"Sat, 15 Aug 2015 10:43:53 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:43:53 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:43:53 GMT",1992281,3092412,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:43:59 GMT",1035116,1035116,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:43:59 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:43:59 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:43:59 GMT",1992300,3090313,0,19827,34764,0
2222,8,91,918,"Sat, 15 Aug 2015 10:44:05 GMT",1031222,1031222,0,4806,4806,0
2222,7,90,907,"Sat, 15 Aug 2015 10:44:05 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:44:05 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:44:05 GMT",1993750,3091484,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:44:11 GMT",1031190,1031190,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:44:11 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:44:11 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:44:11 GMT",1992281,3092412,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:44:17 GMT",1033619,1033619,0,4806,4806,0
2222,7,90,907,"Sat, 15 Aug 2015 10:44:17 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:44:17 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:44:17 GMT",1993750,3091484,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:44:23 GMT",1031222,1031222,0,4806,4806,0
2222,7,90,907,"Sat, 15 Aug 2015 10:44:23 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:44:23 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:44:23 GMT",1992281,3090016,0,12659,12659,0
2222,8,91,918,"Sat, 15 Aug 2015 10:44:29 GMT",1033619,1033619,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:44:29 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:44:29 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:44:29 GMT",1993750,3094160,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:44:35 GMT",1031222,1031222,0,4806,4806,0
2222,7,90,907,"Sat, 15 Aug 2015 10:44:35 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:44:35 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:44:35 GMT",1989884,3090016,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:44:41 GMT",1018275,1032656,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:44:41 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:44:41 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:44:41 GMT",1992313,3090604,0,19827,37126,0
2222,8,91,918,"Sat, 15 Aug 2015 10:44:47 GMT",1033619,1033619,0,9529,4806,0
2222,7,90,907,"Sat, 15 Aug 2015 10:44:47 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:44:47 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:44:47 GMT",1992281,3092412,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:44:53 GMT",1033619,1033619,0,4806,4806,0
2222,7,90,907,"Sat, 15 Aug 2015 10:44:53 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:44:53 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:44:53 GMT",1990806,3091299,0,179,179,0
2222,8,91,918,"Sat, 15 Aug 2015 10:44:59 GMT",1032604,1032604,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:44:59 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:44:59 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:44:59 GMT",1993686,3091059,0,19827,37126,0
2222,8,91,918,"Sat, 15 Aug 2015 10:45:05 GMT",1019257,1031241,0,20006,34944,0
2222,7,90,907,"Sat, 15 Aug 2015 10:45:05 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:45:05 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:45:05 GMT",1992281,3090016,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:45:11 GMT",1031209,1033606,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:45:11 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:45:11 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:45:11 GMT",1993750,3091484,0,0,0,0
